,page_name,username,page_id,page_cateogry,topadmin_country,page_description,page_created,page_likes,page_followers,created_date,created_date_edt,created_time,type,total_interaction,nb_likes,nb_comments,nb_shares,nb_love,nb_wow,nb_haha,nb_sad,nb_angry,nb_care,video_share_status,video_owner,video_post_view,video_total_view,video_total_view_crossposts,video_length,post_fb_url,message,link,final_link,image_text,link_text,description,sponsor_id,sponsor_name,sponsor_category,score,post_id,week,month
456,SiriusXM The Village,HearTheVillage,208844177211,BROADCASTING_MEDIA_PRODUCTION,US,A 24/7 commercial free folk channel on SiriusXM in the  USA & Canada on ch741  & on The Village Folk Show Sun 6-10 AM ET & 8-12 mid PT  on The Bridge ch32.,2009-12-16 18:10:03,7263.0,7269.0,2020-10-23 15:21:39 EDT,2020-10-23,15:21:39,Photo,97,44,10,7,21,1,0,2,0,12,,-,0,0,0,,https://www.facebook.com/208844177211/posts/10157561232207212,Thank you Arlo for every. single. show. You gave us so much - hope and laughter and wisdom. Enjoy your time fishin - you so deserve it! Thank you.❤️ Send your well wishes to Arlo!,https://www.facebook.com/200413315194/photos/a.10151232119075195/10164686286590195/?type=3,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2F200413315194%2Fphotos%2Fa.10151232119075195%2F10164686286590195%2F%3Ftype%3D3,,Arlo Guthrie,"Gone Fishing

It’s been a great 50+ years of being a working entertainer, but I reached the difficult decision that touring and stage shows are no longer possible.  I've cancelled the upcoming shows, and am not accepting offers for new ones. That’s the short version. For the longer version continue reading…

As a folksinger, I never really thought much about getting older. It seemed to me that I could just continue year after year, decade after decade, singing and playing as I had done for most of my life. As the years went by, it got more difficult to keep touring, but I did it, mostly because I’d been doing it my entire life. It was the life I knew and loved.

In 2016 on April 1st, April Fools Day, I got really dizzy in the parking lot of the hotel, and started seeing as though I were looking through a kaleidoscope. That evening the show went on as though nothing had happened. I had no idea I’d just encountered a mini stroke until weeks later, when I was told about it. It didn’t appear to affect my performance, or my state of being. I continued touring for the next 4 years. 

Then, on Thanksgiving Day 2019 (of all freaking days) it happened again. This time I was on my way to The Church / The Guthrie Center to help out with our annual Thanksgiving Dinner that we hold every year. I had pulled over to fuel up and realized I couldn’t continue to drive safely, as everything was spinning around, sort of like the old days, but without the help of illegal substances. I was taken to the hospital, and was under evaluation, when I broke out. I had an important gig at Carnegie Hall in New York - The end of an annual series I’d been doing for decades and it was Sold Out. I had to be there. It was imperative.

The next morning I left the hospital, took the family and headed for New York. And what a show it was! We wrapped up 50 years with a terrific evening with the entire family on stage. I really enjoyed it.

The following day I flew to my home in Sebastian, FL just as I had done for years, this time with the history of Carnegie Hall behind me.  My girlfriend, Marti picked me up at the airport, and we settled into the routine of being on the river I loved. Two nights after arriving home, I awoke in the morning and was lurching from sIde to side. I knew something was wrong, and went to keep a doctors appointment we’d previously set up. The doc said “You need to go to the hospital - Now.”

So, Marti took me to the hospital nearby in Vero Beach.  They kept me there for 3 days, running tests of all kinds, and essentially informed me that I’d suffered a stroke. This time was more serious, as I’d lost some ability to walk, and I wondered if if would be able to play music. I spent about a week in a rehab center to re-learn the basics, like walking. I went home after that, and began a regimen of playing guitar, walking… All the things I would need to continue touring and performing. During the entire time, Marti kept the family and close friends advised as to my progress, and took really great care of me. I needed all the help I could get. And she was there to see it done right. 

By the the time our first shows began in 2020, I was at about at 80% and felt like I was improving. Then the pandemic hit. All the shows we had planned for 2020 were at first, postponed, then rescheduled and finally cancelled. My hopes for a gradual recovery onstage came to an abrupt end. 

Meanwhile, I’d decided back in 2018 to move from the home in Florida. And just as I’d returned from our last gig in Tennessee, a buyer appeared, and we had a deal on the table to sell The CrabHouse. I wasn’t in any shape to go through the intricacies of selling a guitar pick, let alone a home with 30 years of stuff we’d collected. Marti ended up doing it all. She finalized the deal, and dealt with the stuff that either had to be sold, moved or thrown out.  It was quite a lot. But, through garage sales, online markets, movers and friends, she’d pretty much emptied the CrabHouse of everything, and we moved into her place about a mile away. 

We were there for a few weeks, before it was safe enough to return to The Farm in Massachusetts. That was in June 2020. Since then we’ve been holed up at The Farm trying to keep out of harms way, and also trying to provide some online entertainment for our friends who were, and continue to be, holed up wherever they are. My band and crew arranged a few short gigs that were filmed at The Church, but when I saw the play-back in the editing room I realized that it was not up to the standards I expected of myself, let alone the expectations that our friends and fans had come to enjoy. 

A folksinger’s shelf life may be a lot longer than a dancer or an athlete, but at some point, unless you’re incredibly fortunate or just plain whacko (either one or both) it’s time to hang up the “Gone Fishing” sign. Going from town to town and doing stage shows, remaining on the road is no longer an option. 

I don’t remember (truncated)",,,,2.69,1.0157561232207212e+16,2020-10-19,2020-10
447,SiriusXM The Village,HearTheVillage,208844177211,BROADCASTING_MEDIA_PRODUCTION,US,A 24/7 commercial free folk channel on SiriusXM in the  USA & Canada on ch741  & on The Village Folk Show Sun 6-10 AM ET & 8-12 mid PT  on The Bridge ch32.,2009-12-16 18:10:03,7263.0,7270.0,2020-10-28 00:06:23 EDT,2020-10-28,00:06:23,Link,15,10,1,1,3,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/208844177211/posts/10157572197402212,Zoe Mulford and Joan Baez mentioned!! News we can use...!,https://www.nytimes.com/2020/10/27/opinion/trump-obama-2020.html?smid=fb-share,,,Opinion | When My President Sang ‘Amazing Grace’,We’ve forgotten what it’s like to have a truth-teller and a healer in the White House.,,,,-2.47,1.0157572197402212e+16,2020-10-26,2020-10
13,SiriusXM The Village,HearTheVillage,208844177211,BROADCASTING_MEDIA_PRODUCTION,US,A 24/7 commercial free folk channel on SiriusXM in the  USA & Canada on ch741  & on The Village Folk Show Sun 6-10 AM ET & 8-12 mid PT  on The Bridge ch32.,2009-12-16 18:10:03,7561.0,7687.0,2022-06-03 11:46:17 EDT,2022-06-03,11:46:17,Native Video,10,3,0,4,3,0,0,0,0,0,owned,Yes,99,237,0,00:00:40,https://www.facebook.com/208844177211/posts/10158718777857212,"Allison Russell and SistaStrings host Prisms: The Sound of Color on the #VillageFolkShow with grace, and good times! We are stoked to share this show with you! THIS Sun 10 Pm ET on The Bridge ch17! #BlackMusicMonth #Pride🌈",https://www.facebook.com/HearTheVillage/videos/710089786941870/,,,,,,,,-2.1,1.0158718777857212e+16,2022-05-30,2022-06
474,SiriusXM The Village,HearTheVillage,208844177211,BROADCASTING_MEDIA_PRODUCTION,US,A 24/7 commercial free folk channel on SiriusXM in the  USA & Canada on ch741  & on The Village Folk Show Sun 6-10 AM ET & 8-12 mid PT  on The Bridge ch32.,2009-12-16 18:10:03,7259.0,7262.0,2020-10-07 16:42:24 EDT,2020-10-07,16:42:24,YouTube,8,6,0,0,2,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/208844177211/posts/10157521049212212,"John Prine Heads Up: Please feel free to share a song, a memory of John Prine on Sat October 10 - his 74th birthday . Include #IRememberEverything in your post. And details below for a picture show on socials at 8 PM ET/ 7 PM CT on Sat Oct 10.",https://youtu.be/ZYIfCGfuqw4,https://www.google.com/sorry/index?continue=https://www.youtube.com/watch%3Fv%3DZYIfCGfuqw4%26feature%3Dyoutu.be&q=EgQ0KuTRGMHY-PsFIhkA8aeDSyjqGXSziuhkeql41rj3oUVthgtIMgFy,,Picture Show: A Tribute Celebrating John Prine,"Happy Birthday John, we miss you. An online celebration of the life of John Prine. Produced by the Prine family and Oh Boy Records, featuring musicians, acto...",,,,-3.25,1.0157521049212212e+16,2020-10-05,2020-10
455,SiriusXM The Village,HearTheVillage,208844177211,BROADCASTING_MEDIA_PRODUCTION,US,A 24/7 commercial free folk channel on SiriusXM in the  USA & Canada on ch741  & on The Village Folk Show Sun 6-10 AM ET & 8-12 mid PT  on The Bridge ch32.,2009-12-16 18:10:03,7263.0,7269.0,2020-10-23 17:50:04 EDT,2020-10-23,17:50:04,Photo,2,2,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/208844177211/posts/10157560612397212,Time to go all #celtic!,https://www.facebook.com/HearTheVillage/photos/a.209150092211/10157560608902212/?type=3,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2FHearTheVillage%2Fphotos%2Fa.209150092211%2F10157560608902212%2F%3Ftype%3D3,,,,,,,-18.0,1.0157560612397212e+16,2020-10-19,2020-10
448,SiriusXM The Village,HearTheVillage,208844177211,BROADCASTING_MEDIA_PRODUCTION,US,A 24/7 commercial free folk channel on SiriusXM in the  USA & Canada on ch741  & on The Village Folk Show Sun 6-10 AM ET & 8-12 mid PT  on The Bridge ch32.,2009-12-16 18:10:03,7263.0,7270.0,2020-10-27 23:21:34 EDT,2020-10-27,23:21:34,Native Video,9,3,1,0,3,0,0,0,0,2,share,No,115,5,0,00:00:26,https://www.facebook.com/208844177211/posts/10157572144542212,Joan!!,https://www.facebook.com/OfficialJoanBaez/videos/10158689615924417/,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2FOfficialJoanBaez%2Fvideos%2F10158689615924417%2F,,Joan Baez,"VOTE!  The 7 Portrait Series
#1 of 7:  Emma Gonzalez

#GunControl #NoGunsOnCampus #NeverAgain #VoteThemOut #BidenHarris2020",,,,-2.33,1.0157572144542212e+16,2020-10-26,2020-10
449,SiriusXM The Village,HearTheVillage,208844177211,BROADCASTING_MEDIA_PRODUCTION,US,A 24/7 commercial free folk channel on SiriusXM in the  USA & Canada on ch741  & on The Village Folk Show Sun 6-10 AM ET & 8-12 mid PT  on The Bridge ch32.,2009-12-16 18:10:03,7263.0,7269.0,2020-10-26 08:13:00 EDT,2020-10-26,08:13:00,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/208844177211/posts/10157560656577212,Awesome - Twisted Pine picks some crazy spooky songs...getting ready for Halloween! On Demand now!,https://www.facebook.com/HearTheVillage/photos/a.209150092211/10157560642247212/?type=3,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2FHearTheVillage%2Fphotos%2Fa.209150092211%2F10157560642247212%2F%3Ftype%3D3,,,,,,,-72.0,1.0157560656577212e+16,2020-10-26,2020-10
9,SiriusXM The Village,HearTheVillage,208844177211,BROADCASTING_MEDIA_PRODUCTION,US,A 24/7 commercial free folk channel on SiriusXM in the  USA & Canada on ch741  & on The Village Folk Show Sun 6-10 AM ET & 8-12 mid PT  on The Bridge ch32.,2009-12-16 18:10:03,7558.0,7687.0,2022-06-12 12:36:45 EDT,2022-06-12,12:36:45,Photo,4,2,1,0,1,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/208844177211/posts/10158731940857212,TONIGHT! Molly Tuttle on the #VillageFolkShow - #Pride Ally Guest DJ!,https://www.facebook.com/HearTheVillage/photos/a.209150092211/10158731940582212/?type=3,,Molly Tuttle Village Folk Show TVI Pride Ally Guest DJ Sun 10p ch17 sxm,,,,,,-9.0,1.0158731940857212e+16,2022-06-06,2022-06
464,SiriusXM The Village,HearTheVillage,208844177211,BROADCASTING_MEDIA_PRODUCTION,US,A 24/7 commercial free folk channel on SiriusXM in the  USA & Canada on ch741  & on The Village Folk Show Sun 6-10 AM ET & 8-12 mid PT  on The Bridge ch32.,2009-12-16 18:10:03,7264.0,7266.0,2020-10-16 11:31:32 EDT,2020-10-16,11:31:32,Link,4,3,0,0,1,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/208844177211/posts/10157544338222212,A note from our friend Arlo!,https://www.flickr.com/photos/folkslinger/50494247946/in/datetaken-public/,,,NIK_2809 Apple Trees,"I really ought to prune these apple trees one of these years, but they happen to look wonderful as they are.",,,,-9.25,1.0157544338222212e+16,2020-10-12,2020-10
476,SiriusXM The Village,HearTheVillage,208844177211,BROADCASTING_MEDIA_PRODUCTION,US,A 24/7 commercial free folk channel on SiriusXM in the  USA & Canada on ch741  & on The Village Folk Show Sun 6-10 AM ET & 8-12 mid PT  on The Bridge ch32.,2009-12-16 18:10:03,7257.0,7260.0,2020-10-04 15:02:24 EDT,2020-10-04,15:02:24,Photo,6,5,0,1,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/208844177211/posts/10157513343352212,"TONIGHT! Sarah Jarosz and producer John Leventhal talk about the making of ""World on the Ground"" and songs that inspire them. Great conversation!",https://www.facebook.com/HearTheVillage/photos/a.209150092211/10157513331567212/?type=3,,,,,,,,-6.0,1.0157513343352212e+16,2020-09-28,2020-10
442,SiriusXM The Village,HearTheVillage,208844177211,BROADCASTING_MEDIA_PRODUCTION,US,A 24/7 commercial free folk channel on SiriusXM in the  USA & Canada on ch741  & on The Village Folk Show Sun 6-10 AM ET & 8-12 mid PT  on The Bridge ch32.,2009-12-16 18:10:03,7263.0,7270.0,2020-10-29 23:06:44 EDT,2020-10-29,23:06:44,Link,6,5,0,1,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/208844177211/posts/10157577521877212,"Book ""Beeswing"" from Richard Thompson - RT in 2021!",https://www.rollingstone.com/music/music-news/richard-thompson-announces-first-ever-memoir-beeswing-out-2021-1082376/,,,"Richard Thompson Announces First-Ever Memoir, 'Beeswing,' Out 2021","British songwriting and guitar legend writes of encounters with Led Zeppelin, Nick Drake, the Rolling Stones, and others",,,,-6.17,1.0157577521877212e+16,2020-10-26,2020-10
473,SiriusXM The Village,HearTheVillage,208844177211,BROADCASTING_MEDIA_PRODUCTION,US,A 24/7 commercial free folk channel on SiriusXM in the  USA & Canada on ch741  & on The Village Folk Show Sun 6-10 AM ET & 8-12 mid PT  on The Bridge ch32.,2009-12-16 18:10:03,7261.0,7263.0,2020-10-08 14:16:25 EDT,2020-10-08,14:16:25,Link,3,3,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/208844177211/posts/10157523462747212,The Milk Carton Kids John Prine Margo Price!💜,http://goodmusic2020.bandcamp.com/,https://goodmusic2020.bandcamp.com/,,Good Music,"Compilation made up of previously-unreleased recordings – featuring new songs, covers, remixes, live versions & unreleased demos. Volume 2 available for only 24 hours, exclusively on Bandcamp on Friday 10/2 starting at 12:01am PT. Limited-edition poster designed & signed by Sofia Coppola also to b...",,,,-12.33,1.0157523462747212e+16,2020-10-05,2020-10
470,SiriusXM The Village,HearTheVillage,208844177211,BROADCASTING_MEDIA_PRODUCTION,US,A 24/7 commercial free folk channel on SiriusXM in the  USA & Canada on ch741  & on The Village Folk Show Sun 6-10 AM ET & 8-12 mid PT  on The Bridge ch32.,2009-12-16 18:10:03,7264.0,7266.0,2020-10-10 12:27:20 EDT,2020-10-10,12:27:20,Photo,59,36,3,6,14,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/208844177211/posts/10157529357112212,❤❤❤,https://www.facebook.com/125313659416/photos/a.389765514416/10158643756234417/?type=3,,,Joan Baez,"Remembering the funny and brilliant John Prine today, his 74th birthday. Grateful for the music he gave us. The photo here is from 2010 and includes Merle Haggard and Kris Kristofferson at the Mountain Winery in Saratoga, CA, where we all sang ""Hello In There"" together.  (photo by Lisa Kristofferson) #IRememberEverything #JohnPrine",,,,1.64,1.0157529357112212e+16,2020-10-05,2020-10
477,SiriusXM The Village,HearTheVillage,208844177211,BROADCASTING_MEDIA_PRODUCTION,US,A 24/7 commercial free folk channel on SiriusXM in the  USA & Canada on ch741  & on The Village Folk Show Sun 6-10 AM ET & 8-12 mid PT  on The Bridge ch32.,2009-12-16 18:10:03,7257.0,7261.0,2020-10-02 13:47:17 EDT,2020-10-02,13:47:17,Photo,9,8,0,1,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/208844177211/posts/10157508504602212,"Sarah Jarosz and John Leventhal talk about the making of Sarah's new album ""World on the Ground"" and include songs that inspire them - great conversation on the Village Folk Show!",https://www.facebook.com/HearTheVillage/photos/a.209150092211/10157508503882212/?type=3,,,,,,,,-4.0,1.0157508504602212e+16,2020-09-28,2020-10
457,SiriusXM The Village,HearTheVillage,208844177211,BROADCASTING_MEDIA_PRODUCTION,US,A 24/7 commercial free folk channel on SiriusXM in the  USA & Canada on ch741  & on The Village Folk Show Sun 6-10 AM ET & 8-12 mid PT  on The Bridge ch32.,2009-12-16 18:10:03,7263.0,7269.0,2020-10-23 13:56:43 EDT,2020-10-23,13:56:43,Link,34,12,4,2,9,0,0,1,0,6,,-,0,0,0,,https://www.facebook.com/208844177211/posts/10157561023867212,"News from Arlo - ""Gone Fishin"" Thank you Arlo for every single show you gave us. Stay healthy and enjoy the deserved time fishing.❤️",https://www.arloguthrie.com/news/gone-fishing,,,Gone Fishing,"Oct 23 2020 00:00 AM Gone Fishing Gone Fishingby adg on Fri Oct 23, 2020 5:38 amIt’s been a great 50+ years of being a working entertainer, but I reached the difficult decision that touring and stage shows are no longer possible. That’s the short version. For the longer version continue readin...",,,,-1.09,1.0157561023867212e+16,2020-10-19,2020-10
152,Biglike History,BiglikeHistory,480895418678952,NEWS_SITE,US,Best moments in History in pictures.,2014-04-12 11:02:11,253958.0,247720.0,2022-06-10 13:00:30 EDT,2022-06-10,13:00:30,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/480895418678952/posts/4589169191184867,We just can't help but notice how kids these days won't get to play some of the most fun games from when we were kids.,https://dustyoldthing.com/playground-games-kids-missing-out-on/?utm_source=glp-dot&utm_medium=social-fb,https://dustyoldthing.com/playground-games-kids-missing-out-on/,,8 Classic Playground Games That Remind Us Of Childhood,We just can't help but notice how kids these days won't get to play some of the most fun games from when we were kids.,,,,-48.0,,,
129,Biglike History,BiglikeHistory,480895418678952,NEWS_SITE,US,Best moments in History in pictures.,2014-04-12 11:02:11,253935.0,247698.0,2022-06-12 09:00:19 EDT,2022-06-12,09:00:19,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/480895418678952/posts/4593843077384145,"For those of you who don't like mayo, you may want to rethink your dislike.",https://12tomatoes.com/mayo-versus-miracle-whip/?utm_source=glp-dot&utm_medium=social-fb,https://12tomatoes.com/mayo-versus-miracle-whip/,,The Difference Between Mayo And Miracle Whip,"Mayonnaise is classified as being at least 65% vegetable oil. Miracle Whip has primarily the same ingredients as mayo, but it doesn't have enough vegetable oil to be technically considered mayonnaise.",,,,-48.0,,,
135,Biglike History,BiglikeHistory,480895418678952,NEWS_SITE,US,Best moments in History in pictures.,2014-04-12 11:02:11,253951.0,247714.0,2022-06-11 19:00:41 EDT,2022-06-11,19:00:41,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/480895418678952/posts/4592388280862958,"By the time the 80s rolled around, ceramic Christmas trees were going out of style but they are now making a nostalgic reappearance.",https://dustyoldthing.com/ceramic-christmas-trees/?utm_source=glp-dot&utm_medium=social-fb,https://dustyoldthing.com/ceramic-christmas-trees/,,Ceramic Christmas Trees From The 60s And 70s May Be Worth A Lot Of Money Today,"By the time the 80s rolled around, ceramic Christmas trees were going out of style but they are now making a nostalgic reappearance.",,,,-48.0,,,
67,Biglike History,BiglikeHistory,480895418678952,NEWS_SITE,US,Best moments in History in pictures.,2014-04-12 11:02:11,253882.0,247646.0,2022-06-16 19:00:15 EDT,2022-06-16,19:00:15,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/480895418678952/posts/4605579166210536,These pieces aren't always what they seem to be.,https://dustyoldthing.com/identify-delft-blue-pottery/?utm_source=glp-dot&utm_medium=social-fb,https://dustyoldthing.com/identify-delft-blue-pottery/,,How to Identify Delft Blue Pottery,These pieces aren't always what they seem to be.,,,,-48.0,,,
97,Biglike History,BiglikeHistory,480895418678952,NEWS_SITE,US,Best moments in History in pictures.,2014-04-12 11:02:11,253913.0,247677.0,2022-06-14 19:00:09 EDT,2022-06-14,19:00:09,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/480895418678952/posts/4600166993418420,This song still makes us want to dance!,https://dustyoldthing.com/brenda-lee-rock-the-bop/?utm_source=glp-dot&utm_medium=social-fb,https://dustyoldthing.com/brenda-lee-rock-the-bop/,,Brenda Lee Was Just a Kid When She Recorded This Classic 1950s Hit,This song still makes us want to dance!,,,,-48.0,,,
115,Biglike History,BiglikeHistory,480895418678952,NEWS_SITE,US,Best moments in History in pictures.,2014-04-12 11:02:11,253922.0,247686.0,2022-06-13 14:00:42 EDT,2022-06-13,14:00:42,Link,24,0,23,0,0,0,1,0,0,0,,-,0,0,0,,https://www.facebook.com/480895418678952/posts/4597022740399512,"Works for animal urine, too!",https://12tomatoes.com/shaving-cream-bathroom-odor-hack/?utm_source=glp-faith&utm_medium=social-fb,https://12tomatoes.com/shaving-cream-bathroom-odor-hack/,,How To Remove The Smell Of Urine From Your Bathroom Floor,Your bathroom will smell like fresh shaving cream now!,,,,1.0,,,
150,Biglike History,BiglikeHistory,480895418678952,NEWS_SITE,US,Best moments in History in pictures.,2014-04-12 11:02:11,253958.0,247720.0,2022-06-10 15:00:30 EDT,2022-06-10,15:00:30,Photo,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/480895418678952/posts/4589403024494817,"""Made these for the first time over the weekend and my hubby told me that I had been holding out on him all these years having never made this before! How was I to know they would be so good! Hahaha."" Get the recipe: https://bit.ly/3qFVZVe:=:https://12tomatoes.com/classic-vanilla-custard-bars/",https://www.facebook.com/BiglikeHistory/photos/a.480900382011789/4589403024494817/?type=3,,,Timeline photos,,,,,-75.0,,,
58,Biglike History,BiglikeHistory,480895418678952,NEWS_SITE,US,Best moments in History in pictures.,2014-04-12 11:02:11,253869.0,247635.0,2022-06-17 13:00:28 EDT,2022-06-17,13:00:28,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/480895418678952/posts/4607661096002343,Wow. This is uncanny.,https://dustyoldthing.com/barry-darcy-elvis-song/?utm_source=glp-dot&utm_medium=social-fb,https://dustyoldthing.com/barry-darcy-elvis-song/,,Soccer Dad On ‘Ireland’s Got Talent’ Sounds Just Like Elvis,Wow. This is uncanny.,,,,-48.0,,,
260,Biglike History,BiglikeHistory,480895418678952,NEWS_SITE,US,Best moments in History in pictures.,2014-04-12 11:02:11,254067.0,247829.0,2022-06-02 15:00:13 EDT,2022-06-02,15:00:13,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/480895418678952/posts/4567597603342026,"""I can only make this with a full house or else I'll eat the whole thing myslef! And lord knows I sure don't need that <3 One of those dishes that you'll never forget the taste of!"" Get the recipe: https://bit.ly/37eEqEl:=:https://12tomatoes.com/pineapple-bread-pudding/",https://www.facebook.com/BiglikeHistory/photos/a.480900382011789/4567597603342026/?type=3,,,Timeline photos,,,,,-150.0,,,
28,Biglike History,BiglikeHistory,480895418678952,NEWS_SITE,US,Best moments in History in pictures.,2014-04-12 11:02:11,253842.0,247606.0,2022-06-19 22:00:19 EDT,2022-06-19,22:00:19,Link,1,0,1,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/480895418678952/posts/4614033215365131,"Lynea Lattanzio, 68, now lives in a small mobile home so she can better care for more than 1,000 cats. Wait until you see the inside of her house!",https://12tomatoes.com/lt-1000-cats/?utm_source=glp-dot&utm_medium=social-fb,https://12tomatoes.com/lt-1000-cats/,,"Woman Says She Lives With 1,000 Cats, But People Are Floored When She Lets Camera Inside Home","Lynea Lattanzio, 68, now lives in a small mobile home so she can better care for more than 1,000 cats. Wait until you see the inside of her house!",,,,-22.0,,,
16,Biglike History,BiglikeHistory,480895418678952,NEWS_SITE,US,Best moments in History in pictures.,2014-04-12 11:02:11,253823.0,247588.0,2022-06-20 22:00:14 EDT,2022-06-20,22:00:14,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/480895418678952/posts/4616721975096255,There's a wrong way and then there's grandma's way.,https://12tomatoes.com/grandmas-laundry-rules/?utm_source=glp-dot&utm_medium=social-fb,https://12tomatoes.com/grandmas-laundry-rules/,,Grandma’s Rules for Hanging Out the Laundry,There's a right way and a wrong way to do it.,,,,-38.0,,,
249,Biglike History,BiglikeHistory,480895418678952,NEWS_SITE,US,Best moments in History in pictures.,2014-04-12 11:02:11,254055.0,247817.0,2022-06-03 11:00:24 EDT,2022-06-03,11:00:24,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/480895418678952/posts/4569890749779378,This is one of my family's go-to snacks so I used to mess this up a lot.,https://12tomatoes.com/green-rim-around-yoke-hard-boiled-eggs/?utm_source=glp-dot&utm_medium=social-fb,https://12tomatoes.com/green-rim-around-yoke-hard-boiled-eggs/,,Why Do Hard-Boiled Eggs Have A Green Ring Around The Yoke?,It's pretty easy to avoid it once you know how.,,,,-48.0,,,
172,Biglike History,BiglikeHistory,480895418678952,NEWS_SITE,US,Best moments in History in pictures.,2014-04-12 11:02:11,253967.0,247728.0,2022-06-08 23:00:25 EDT,2022-06-08,23:00:25,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/480895418678952/posts/4584829941618792,I never knew these two were more than just friends!,https://dustyoldthing.com/love-letter/?utm_source=glp-dot&utm_medium=social-fb,https://dustyoldthing.com/love-letter/,,This Love Letter Between Two Stars Is A Great Piece Of Hollywood History!,I never knew these two were more than just friends!,,,,-48.0,,,
195,Biglike History,BiglikeHistory,480895418678952,NEWS_SITE,US,Best moments in History in pictures.,2014-04-12 11:02:11,254001.0,247761.0,2022-06-07 10:00:20 EDT,2022-06-07,10:00:20,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/480895418678952/posts/4580560815379038,If you find yourself missing the old styles we've found some that are coming back strong!,https://dustyoldthing.com/8-home-decor-comebacks/?utm_source=glp-dot&utm_medium=social-fb,https://dustyoldthing.com/8-home-decor-comebacks/,,8 Home Decor Trends from When We Were Kids That Are Making Big Comebacks!,If you find yourself missing the old styles we've found some that are coming back strong!,,,,-48.0,,,
166,Biglike History,BiglikeHistory,480895418678952,NEWS_SITE,US,Best moments in History in pictures.,2014-04-12 11:02:11,253967.0,247728.0,2022-06-09 14:00:13 EDT,2022-06-09,14:00:13,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/480895418678952/posts/4586588184776301,One ingredient was said to be his favorite.,https://dustyoldthing.com/elvis-presley-cake/?utm_source=glp-dot&utm_medium=social-fb,https://dustyoldthing.com/elvis-presley-cake/,,Elvis Presley Cake,One ingredient was said to be his favorite.,,,,-48.0,,,
11,Biglike History,BiglikeHistory,480895418678952,NEWS_SITE,US,Best moments in History in pictures.,2014-04-12 11:02:11,253823.0,247588.0,2022-06-21 11:00:10 EDT,2022-06-21,11:00:10,Link,14,2,11,0,0,0,1,0,0,0,,-,0,0,0,,https://www.facebook.com/480895418678952/posts/4618204741614645,You really must try this,https://12tomatoes.com/peanuts-in-coke/?utm_source=glp-dot&utm_medium=social-fb,https://12tomatoes.com/peanuts-in-coke/,,Putting Peanuts In Coke Is The New Trend Coming Out Of The South,he latest food trend is now surfacing and we can’t help but scratch our heads in thought.,,,,-0.22,,,
163,Biglike History,BiglikeHistory,480895418678952,NEWS_SITE,US,Best moments in History in pictures.,2014-04-12 11:02:11,253967.0,247728.0,2022-06-09 17:00:16 EDT,2022-06-09,17:00:16,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/480895418678952/posts/4586946348073818,Their stories are often quite tragic.,https://dustyoldthing.com/famous-people-died-penniless/?utm_source=glp-dot&utm_medium=social-fb,https://dustyoldthing.com/famous-people-died-penniless/,,17 Famous People Who Died Practically Penniless,Their stories are often quite tragic.,,,,-48.0,,,
