,page_id,page_name,page_handle,page_url,page_description,page_category,page_verified,page_created_date,page_profile_image,page_follower_count,topAdminCountry,languageCode
69388,100064868850191,Sport Shqip,sportshqip99,https://www.facebook.com/510772555617987,Lajmet e fundit nga sporti vendor dhe ndërkombëtar,MEDIA_NEWS_COMPANY,0,2012-10-03 00:45:25,https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-1/309244607_496968685808756_1009367882438818962_n.jpg?stp=cp0_dst-jpg_p50x50&_nc_cat=100&ccb=1-7&_nc_sid=a27e22&_nc_ohc=yygOYZPXcH4AX-Ly-Tq&_nc_ht=scontent-sea1-1.xx&oh=00_AfDWLEuqbeDnfbAOAWgEtNjkyHtEbEg1Jje9NT5eQKMDUg&oe=65C59ADE,31676,CH,sq
225270,100064876110409,NZZ Neue Zürcher Zeitung,nzz,https://www.facebook.com/143694099006529,Herzlich willkommen auf der Facebook-Seite der Neuen Zürcher Zeitung.,TOPIC_NEWSPAPER,1,2010-09-24 07:55:40,https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-1/342187704_441790201494971_1209909583145031896_n.png?stp=cp0_dst-png_p50x50&_nc_cat=104&ccb=1-7&_nc_sid=a27e22&_nc_ohc=_PCKQBwgTE8AX-MzkgX&_nc_ht=scontent-sea1-1.xx&oh=00_AfBU2_bGCQnk_krZbKJrGJYXDg5kT54ba4-9dW8YIFqJYA&oe=65C79F98,300322,CH,de
254646,100064959061177,20 Minuten,20min,https://www.facebook.com/29396596956,"20 Minuten - das führende Newsportal der Schweiz. 
",NEWS_SITE,1,2008-08-29 08:01:44,https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-1/341672775_3464159130496989_2549311686560155380_n.jpg?stp=cp0_dst-jpg_p50x50&_nc_cat=1&ccb=1-7&_nc_sid=a27e22&_nc_ohc=JbqFF4IHOxMAX_JMT91&_nc_ht=scontent-sea1-1.xx&oh=00_AfAXshDw0P_9rFaC2aT-q5L0pmWEL2sieRWi2WbW9AR-Zw&oe=65C770D8,606288,CH,de
182313,100064976280605,swissinfo,swissinfo,https://www.facebook.com/81049933496,SWI swissinfo.ch is the International Service of the Swiss Broadcasting Corporation (SBC),NEWS_SITE,1,2009-04-03 09:26:38,https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-1/271549512_297221222453752_733789891397782165_n.jpg?stp=cp0_dst-jpg_p50x50&_nc_cat=110&ccb=1-7&_nc_sid=a27e22&_nc_ohc=0-w8GWS2eE4AX9ph-uM&_nc_ht=scontent-sea1-1.xx&oh=00_AfB0xI3-zzk00cZOJQ_4_BvIqV3JSJkar2FtXiMor-HIag&oe=65C814A3,366685,CH,en
27561,100064977692448,tvsvizzera.it,tvsvizzera,https://www.facebook.com/488124901298251,"tvsvizzera.it è il titolo, l'url, lo slogan del portale della Società svizzera di radiotelevisione (SSR) per il pubblico italiano e italofono. tvsvizzera.it sotto la responsabilità editoriale di swissinfo.ch, il servizio plurilingue della SSR. 

",NEWS_SITE,1,2014-01-22 22:42:58,https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-1/339312317_6645984115415018_1442430638453629965_n.png?stp=cp0_dst-png_p50x50&_nc_cat=103&ccb=1-7&_nc_sid=a27e22&_nc_ohc=-3hvmENMgZYAX_NvXFn&_nc_ht=scontent-sea1-1.xx&oh=00_AfBDMJelNvqSkpJ65Y89zT3absr7SjaStjqA43h6_Kx3gg&oe=65C08636,178757,CH,it
248284,100065258062044,Blick I fr,blickfr,https://www.facebook.com/122941821049269,"Votre média suisse🇨🇭 
News, sport, société et pop culture.",MEDIA_NEWS_COMPANY,1,2010-04-27 12:02:28,https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-1/351508103_781819936745174_6706075212275534122_n.jpg?stp=cp0_dst-jpg_p50x50&_nc_cat=109&ccb=1-7&_nc_sid=a27e22&_nc_ohc=p5_TOePKA34AX9vAA2p&_nc_ht=scontent-sea1-1.xx&oh=00_AfDOukelnqKNNddEk2pFfzl7uMmKcCF354gCvQV7wSugug&oe=65C7C7FC,39428,CH,fr
69389,100065341742767,FaktiNews,fiksnews,https://www.facebook.com/1401390410137652,Gazeta Fiks News ,NEWS_SITE,0,2014-04-14 23:41:54,https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-1/325701179_1107049903299299_416403919835180183_n.jpg?stp=c8.0.50.50a_cp0_dst-jpg_p50x50&_nc_cat=108&ccb=1-7&_nc_sid=a27e22&_nc_ohc=_znOjIO57coAX9GdR5h&_nc_ht=scontent-sea1-1.xx&oh=00_AfC_0yh-9Fu6sHZ_cH-smvp2ro76YnswRvIRgOoHkCjh1Q&oe=65C65D4B,118361,CH,sq
92217,100067651355313,Rhône FM Info,rhonefminfo,https://www.facebook.com/154502858290960,Découvrez les news de la rédaction de Rhône FM sur cette page !,MEDIA,0,2016-07-21 06:54:32,https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-1/376901761_639027945028912_3936247362535550320_n.jpg?stp=cp0_dst-jpg_p50x50&_nc_cat=105&ccb=1-7&_nc_sid=a27e22&_nc_ohc=-s5YPl8NQzMAX9UbAtV&_nc_ht=scontent-sea1-1.xx&oh=00_AfDHetYaUk6in1QqPCU7SurL64NlU4iQhF295rQ9nDHL_g&oe=65C6616A,26884,CH,fr
68416,100068911726745,24 heures,24heures.ch,https://www.facebook.com/10150100771335484,"Depuis 1762, 24 heures est le quotidien de référence des Vaudois.",NEWS_SITE,1,2010-02-23 09:46:29,https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-1/355367126_581781497462236_490218461589919793_n.jpg?stp=cp0_dst-jpg_p50x50&_nc_cat=108&ccb=1-7&_nc_sid=a27e22&_nc_ohc=L53xKge5SlMAX9G1msM&_nc_ht=scontent-sea1-1.xx&oh=00_AfBbK72XD_Erj1Z71QrMjSe1K4LslLCjXBLFSpRb168bBw&oe=65C6EC9B,203595,CH,fr
23920,100070180182721,Infos couple et séduction,LeMagFeminin,https://www.facebook.com/1414217508827165,"Retrouvez toute l'actualité de la mode, les dernières tendances beauté et les nouveautés des séries Netflix sur le magazine MagFeminin.com",NEWS_SITE,0,2014-02-17 19:27:15,https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-1/325780796_5831712683551529_7212126693440146828_n.jpg?stp=cp0_dst-jpg_p50x50&_nc_cat=104&ccb=1-7&_nc_sid=a27e22&_nc_ohc=emzMU793oVcAX9oZi-7&_nc_ht=scontent-sea1-1.xx&oh=00_AfDpiBL2KhojS7O_8I6mabtfdToNH6ff4MEZHMdCBPP3tQ&oe=65BF0846,871803,CH,fr
55970,100071142005413,Polizeiticker.at,polizeiticker.at,https://www.facebook.com/1056856614506516,"Meldungen von den verschiedenen Polizeistationen aus Österreich. Vermisstmeldungen, Zeugenaufrufe und vieles mehr!",NEWS_SITE,0,2019-04-28 18:08:20,https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-1/339969843_566571382243468_5847970088740666515_n.png?stp=cp0_dst-png_p50x50&_nc_cat=105&ccb=1-7&_nc_sid=a27e22&_nc_ohc=wkFxb6dkC3kAX9lxsg5&_nc_ht=scontent-sea1-1.xx&oh=00_AfAof7YMplhmG1fO-gdB6MW4KWeOvV5aWtLYL_25EfgaVg&oe=65C62386,118959,CH,de
1687,100080669104807,Léman Bleu,lemanbleutv,https://www.facebook.com/177350425728155,"Une histoire, une vidéo ou une photo à partager?
➡️ redaction@lemanbleu.ch",NEWS_SITE,1,2012-05-24 13:50:53,https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-1/339320423_225531166725896_3990077768813474815_n.png?stp=cp0_dst-png_p50x50&_nc_cat=110&ccb=1-7&_nc_sid=a27e22&_nc_ohc=dEj9aTdKf3wAX_MPFkY&_nc_ht=scontent-sea1-1.xx&oh=00_AfA1QP83XE9v8-IgwQdrF7TYqDxB3jq3KDLbnxS5j2UQzw&oe=65BF6057,285119,CH,fr
